CIE10_X,CIE10,DESCRIPCION CIE
B207,B207,ENFERMEDAD POR VIH
B208,B208,ENFERMEDAD POR VIH
B209,B209,ENFERMEDAD POR VIH
B210,B210,ENFERMEDAD POR VIH
B211,B211,ENFERMEDAD POR VIH
B212,B212,ENFERMEDAD POR VIH
B213,B213,ENFERMEDAD POR VIH
B217,B217,ENFERMEDAD POR VIH
B218,B218,ENFERMEDAD POR VIH
B219,B219,ENFERMEDAD POR VIH
B220,B220,ENFERMEDAD POR VIH
B221,B221,ENFERMEDAD POR VIH
B222,B222,ENFERMEDAD POR VIH
B227,B227,ENFERMEDAD POR VIH
B230,B230,SINDROME DE INFECCION AGUDA DEBIDA A VIH
B231,B231,ENFERMEDAD POR VIH
B232,B232,ENFERMEDAD POR VIH
B238,B238,ENFERMEDAD POR VIH
B24X,B24,ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
B250,B250,NEUMONITIS DEBIDA A VIRUS CITOMEGALICO
B251,B251,HEPATITIS DEBIDA A VIRUS CITOMEGALICO
B252,B252,PANCREATITIS DEBIDA A VIRUS CITOMEGALICO
B258,B258,OTRAS ENFERMEDADES DEBIDAS A VIRUS CITOMEGALICO
B259,B259,ENFERMEDAD POR VIRUS CITOMEGALICO
B260,B260,ORQUITIS POR PAROTIDITIS
B261,B261,MENINGITIS POR PAROTIDITIS
B262,B262,ENCEFALITIS POR PAROTIDITIS
B263,B263,PANCREATITIS POR PAROTIDITIS
B268,B268,PAROTIDITIS INFECCIOSA CON OTRAS COMPLICACIONES
B269,B269,PAROTIDITIS
B270,B270,MONONUCLEOSIS DEBIDA A HERPES VIRUS GAMMA
B271,B271,MONONUCLEOSIS POR CITOMEGALOVIRUS
B278,B278,OTRAS MONONUCLEOSIS INFECCIOSAS
B279,B279,MONONUCLEOSIS INFECCIOSA
B300,B300,QUERATOCONJUNTIVITIS DEBIDA A ADENOVIRUS
B301,B301,CONJUNTIVITIS DEBIDA A ADENOVIRUS
B302,B302,FARINGOCONJUNTIVITIS VIRAL
B303,B303,CONJUNTIVITIS EPIDEMICA AGUDA HEMORRAGICA (ENTEROVIRICA)
B308,B308,OTRAS CONJUNTIVITIS VIRALES
B309,B309,CONJUNTIVITIS VIRAL
B330,B330,MIALGIA EPIDEMICA
B331,B331,ENFERMEDAD DEL RIO ROSS
B332,B332,CARDITIS VIRAL
B333,B333,INFECCIONES DEBIDAS A RETROVIRUS
B334,B334,SINDROME (CARDIO) PULMONAR POR HANTAVIRUS [SPH] [SCPH] (J17.1*)
B338,B338,OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
B340,B340,INFECCION DEBIDA A ADENOVIRUS
B341,B341,INFECCION DEBIDA A ENTEROVIRUS
B342,B342,INFECCION DEBIDA A CORONAVIRUS
B343,B343,INFECCION DEBIDA A PARVOVIRUS
B344,B344,INFECCION DEBIDA A PAPOVAVIRUS
B348,B348,OTRAS INFECCIONES VIRALES DE SITIO NO ESPECIFICADO
B349,B349,INFECCION VIRAL
B350,B350,TIÑA DE LA BARBA Y DEL CUERO CABELLUDO
B351,B351,TIÑA DE LAS UÑAS
B352,B352,TIÑA DE LA MANO
B353,B353,TIÑA DEL PIE [TINEA PEDIS]
B354,B354,TIÑA DEL CUERPO [TINEA CORPORIS]
B355,B355,TIÑA IMBRICADA [TINEA IMBRICATA]
B356,B356,TIÑA INGUINAL [TINEA CRURIS]
B358,B358,OTRAS DERMATOFITOSIS
B359,B359,DERMATOFITOSIS
B360,B360,PITIRIASIS VERSICOLOR
B361,B361,TIÑA NEGRA
B362,B362,PIEDRA BLANCA
B363,B363,PIEDRA NEGRA
B368,B368,OTRAS MICOSIS SUPERFICIALES ESPECIFICADAS
B369,B369,MICOSIS SUPERFICIAL
B370,B370,ESTOMATITIS CANDIDIASICA
B371,B371,CANDIDIASIS PULMONAR
B372,B372,CANDIDIASIS DE LA PIEL Y LAS UÑAS
B373,B373,CANDIDIASIS DE LA VULVA Y DE LA VAGINA
B374,B374,CANDIDIASIS DE OTRAS LOCALIZACIONES UROGENITALES
B375,B375,MENINGITIS DEBIDA A CANDIDA
B376,B376,ENDOCARDITIS DEBIDA A CANDIDA
B377,B377,SEPSIS DEBIDA A CANDIDA
B378,B378,CANDIDIASIS DE OTROS SITIOS
B379,B379,CANDIDIASIS
B380,B380,COCCIDIOIDOMICOSIS PULMONAR AGUDA
B381,B381,COCCIDIOIDOMICOSIS PULMONAR CRONICA
B382,B382,COCCIDIOIDOMICOSIS PULMONAR
B383,B383,COCCIDIOIDOMICOSIS CUTANEA
B384,B384,MENINGITIS DEBIDA A COCCIDIOIDOMICOSIS
B387,B387,COCCIDIOIDOMICOSIS DISEMINADA
B388,B388,OTRAS FORMAS DE COCCIDIOIDOMICOSIS
B389,B389,COCCIDIOIDOMICOSIS
B390,B390,INFECCION PULMONAR AGUDA DEBIDA A HISTOPLASMA CAPSULATUM
B391,B391,INFECCION PULMONAR CRONICA DEBIDA A HISTOPLASMA CAPSULATUM
B392,B392,INFECCION PULMONAR DEBIDA A HISTOPLASMA CAPSULATUM
B393,B393,INFECCION DISEMINADA DEBIDA A HISTOPLASMA CAPSULATUM
B394,B394,HISTOPLASMOSIS DEBIDA A HISTOPLASMA CAPSULATUM
B395,B395,INFECCION DEBIDA A HISTOPLASMA DUBOISII
B399,B399,HISTOPLASMOSIS
B400,B400,BLASTOMICOSIS PULMONAR AGUDA
B401,B401,BLASTOMICOSIS PULMONAR CRONICA
B402,B402,BLASTOMICOSIS PULMONAR
B403,B403,BLASTOMICOSIS CUTANEA
B407,B407,BLASTOMICOSIS DISEMINADA
B408,B408,OTRAS FORMAS DE BLASTOMICOSIS
B409,B409,BLASTOMICOSIS
B410,B410,PARACOCCIDIOIDOMICOSIS PULMONAR
B417,B417,PARACOCCIDIOIDOMICOSIS DISEMINADA
B418,B418,OTRAS FORMAS DE PARACOCCIDIOIDOMICOSIS
B419,B419,PARACOCCIDIOIDOMICOSIS
B420,B420,ESPOROTRICOSIS PULMONAR
B421,B421,ESPOROTRICOSIS LINFOCUTANEA
B427,B427,ESPOROTRICOSIS DISEMINADA
B428,B428,OTRAS FORMAS DE ESPOROTRICOSIS
B429,B429,ESPOROTRICOSIS
B430,B430,CROMOMICOSIS CUTANEA
B431,B431,ABSCESO CEREBRAL FEOMICOTICO
B432,B432,ABSCESO Y QUISTE SUBCUTANEO FEOMICOTICO
B438,B438,OTRAS FORMAS DE CROMOMICOSIS
B439,B439,CROMOMICOSIS
B440,B440,ASPERGILOSIS PULMONAR INVASIVA
B441,B441,OTRAS ASPERGILOSIS PULMONARES
B442,B442,ASPERGILOSIS AMIGDALINA
B447,B447,ASPERGILOSIS DISEMINADA
B448,B448,OTRAS FORMAS DE ASPERGILOSIS
B449,B449,ASPERGILOSIS
B450,B450,CRIPTOCOCOSIS PULMONAR
B451,B451,CRIPTOCOCOSIS CEREBRAL
B452,B452,CRIPTOCOCOSIS CUTANEA
B453,B453,CRIPTOCOCOSIS OSEA
B457,B457,CRIPTOCOCOSIS DISEMINADA
B458,B458,OTRAS FORMAS DE CRIPTOCOCOSIS
B459,B459,CRIPTOCOCOSIS
B460,B460,MUCORMICOSIS PULMONAR
B461,B461,MUCORMICOSIS RINOCEREBRAL
B462,B462,MUCORMICOSIS GASTROINTESTINAL
B463,B463,MUCORMICOSIS CUTANEA
B464,B464,MUCORMICOSIS DISEMINADA
B465,B465,MUCORMICOSIS
B468,B468,OTRAS CIGOMICOSIS
B469,B469,CIGOMICOSIS
B470,B470,EUMICETOMA
B471,B471,ACTINOMICETOMA
B479,B479,MICETOMA
B480,B480,LOBOMICOSIS
B481,B481,RINOSPORIDIOSIS
B482,B482,ALESQUERIASIS
B483,B483,GEOTRICOSIS
B484,B484,PENICILOSIS
B487,B487,MICOSIS OPORTUNISTAS
B488,B488,OTRAS MICOSIS ESPECIFICADAS
B49X,B49,MICOSIS
B500,B500,PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM CON COMPLICACIONES CEREBRALES
B508,B508,OTRO PALUDISMO GRAVE Y COMPLICADO DEBIDO A PLASMODIUM FALCIPARUM
B509,B509,PALUDISMO DEBIDO A PLASMODIUM FALCIPARUM
B510,B510,PALUDISMO DEBIDO A PLASMODIUM VIVAX CON RUPTURA ESPLENICA
B518,B518,PALUDISMO DEBIDO A PLASMODIUM VIVAX CON OTRAS COMPLICACIONES
B519,B519,PALUDISMO DEBIDO A PLASMODIUM VIVAX
B520,B520,PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON NEFROPATIA
B528,B528,PALUDISMO DEBIDO A PLASMODIUM MALARIAE CON OTRAS COMPLICACIONES
B529,B529,PALUDISMO DEBIDO A PLASMODIUM MALARIAE
B530,B530,PALUDISMO DEBIDO A PLASMODIUM OVALE
B531,B531,PALUDISMO DEBIDO A PLASMODIOS DE LOS SIMIOS
B538,B538,OTRO PALUDISMO CONFIRMADO PARASITOLOGICAMENTE
B54X,B54,PALUDISMO [MALARIA] NO ESPECIFICADO
B550,B550,LEISHMANIASIS VISCERAL
B551,B551,LEISHMANIASIS CUTANEA
B552,B552,LEISHMANIASIS MUCOCUTANEA
B559,B559,LEISHMANIASIS
B560,B560,TRIPANOSOMIASIS GAMBIENSE
B561,B561,TRIPANOSOMIASIS RHODESIENSE
B569,B569,TRIPANOSOMIASIS AFRICANA
B570,B570,ENFERMEDAD DE CHAGAS AGUDA QUE AFECTA AL CORAZON
B571,B571,ENFERMEDAD DE CHAGAS AGUDA QUE NO AFECTA AL CORAZON
B572,B572,ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL CORAZON
B573,B573,ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA DIGESTIVO
B574,B574,ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA AL SISTEMA NERVIOSO
B575,B575,ENFERMEDAD DE CHAGAS (CRONICA) QUE AFECTA OTROS ORGANOS
B576,B576,ENFERMEDAD DE CHAGAS CONGENITO
B579,B579,ENFERMEDAD DE CHAGAS (CRONICA) INDETERMINADO
B580,B580,OCULOPATIA DEBIDA A TOXOPLASMA
B581,B581,HEPATITIS DEBIDA A TOXOPLASMA
B582,B582,MENINGOENCEFALITIS DEBIDA A TOXOPLASMA
B583,B583,TOXOPLASMOSIS PULMONAR
B588,B588,TOXOPLASMOSIS CON OTRO ORGANO AFECTADO
B589,B589,TOXOPLASMOSIS
B59X,B59,NEUMOCISTOSIS (J17.3*)
B600,B600,BABESIOSIS
B601,B601,ACANTAMEBIASIS
B602,B602,NAEGLERIASIS
B608,B608,OTRAS ENFERMEDADES ESPECIFICADAS DEBIDAS A PROTOZOARIOS
B64X,B64,ENFERMEDAD DEBIDA A PROTOZOARIOS
B650,B650,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA HAEMATOBIUM (ESQUISTOSOMIASIS URINARIA)
B651,B651,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA MANSONI [ESQUISTOSOMIASIS INTESTINAL]
B652,B652,ESQUISTOSOMIASIS DEBIDA A SCHISTOSOMA JAPONICUM
B653,B653,DERMATITIS POR CERCARIAS
B658,B658,OTRAS ESQUISTOSOMIASIS
B659,B659,ESQUISTOSOMIASIS
B660,B660,OPISTORQUIASIS
B661,B661,CLONORQUIASIS
B662,B662,DICROCOELIASIS
B663,B663,FASCIOLIASIS
B664,B664,PARAGONIMIASIS
B665,B665,FASCIOLOPSIASIS
B668,B668,OTRAS INFECCIONES ESPECIFICADAS DEBIDAS A TREMATODOS
B669,B669,INFECCION DEBIDA A TREMATODOS
B670,B670,INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS GRANULOSUS
B671,B671,INFECCION DEL PULMON DEBIDA A ECHINOCOCCUS GRANULOSUS
B672,B672,INFECCION DE HUESO DEBIDA A ECHINOCOCCUS GRANULOSUS
B673,B673,INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS GRANULOSUS
B674,B674,INFECCION DEBIDA A ECHINOCOCCUS GRANULOSUS
B675,B675,INFECCION DEL HIGADO DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B676,B676,INFECCION DE OTRO ORGANO Y DE SITIOS MULTIPLES DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B677,B677,INFECCION DEBIDA A ECHINOCOCCUS MULTILOCULARIS
B678,B678,EQUINOCOCOSIS DEL HIGADO
B679,B679,EQUINOCOCOSIS
B680,B680,TENIASIS DEBIDA A TAENIA SOLIUM
B681,B681,INFECCION DEBIDA A TAENIA SAGINATA
B689,B689,TENIASIS
B690,B690,CISTICERCOSIS DEL SISTEMA NERVIOSO CENTRAL
B691,B691,CISTICERCOSIS DEL OJO
B698,B698,CISTICERCOSIS DE OTROS SITIOS
B699,B699,CISTICERCOSIS
B700,B700,DIFILOBOTRIASIS INTESTINAL
B701,B701,ESPARGANOSIS
B710,B710,HIMENOLEPIASIS
B711,B711,DIPILIDIASIS
B718,B718,OTRAS INFECCIONES DEBIDAS A CESTODOS ESPECIFICADAS
B719,B719,INFECCIONES DEBIDAS A CESTODOS
B72X,B72,DRACONTIASIS
B73X,B73,ONCOCERCOSIS
B740,B740,FILARIASIS DEBIDA A WUCHERERIA BANCROFTI
B741,B741,FILARIASIS DEBIDA A BRUGIA MALAYI
B742,B742,FILARIASIS DEBIDA A BRUGIA TIMORI
B743,B743,LOAIASIS
B744,B744,MANSONELIASIS
B748,B748,OTRAS FILARIASIS
B749,B749,FILARIASIS
B75X,B75,TRIQUINOSIS
B760,B760,ANQUILOSTOMIASIS
B761,B761,NECATORIASIS
B768,B768,OTRAS ENFERMEDADES DEBIDAS A ANQUILOSTOMAS
B769,B769,ENFERMEDAD DEBIDA A ANQUILOSTOMAS
B770,B770,ASCARIASIS CON COMPLICACIONES INTESTINALES
B778,B778,ASCARIASIS CON OTRAS COMPLICACIONES
B779,B779,ASCARIASIS
B780,B780,ESTRONGILOIDIASIS INTESTINAL
B781,B781,ESTRONGILOIDIASIS CUTANEA
B787,B787,ESTRONGILOIDIASIS DISEMINADA
B789,B789,ESTRONGILOIDIASIS
B79X,B79,TRICURIASIS
B80X,B80,ENTEROBIASIS
B810,B810,ANISAQUIASIS
B811,B811,CAPILARIASIS INTESTINAL
B812,B812,TRICOESTRONGILIASIS
B813,B813,ANGIOESTRONGILIASIS INTESTINAL
B814,B814,HELMINTIASIS INTESTINAL MIXTA
B818,B818,OTRAS HELMINTIASIS INTESTINALES ESPECIFICADAS
B820,B820,HELMINTIASIS INTESTINAL
B829,B829,PARASITOSIS INTESTINAL
B830,B830,LARVA MIGRANS VISCERAL
B831,B831,GNATOSTOMIASIS
B832,B832,ANGIOESTRONGILIASIS DEBIDA A PARASTRONGYLUS CANTONENSIS
B833,B833,SINGAMIASIS
B834,B834,HIRUDINIASIS INTERNA
B838,B838,OTRAS HELMINTIASIS ESPECIFICADAS
B839,B839,HELMINTIASIS
B850,B850,PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CAPITIS
B851,B851,PEDICULOSIS DEBIDA A PEDICULUS HUMANUS CORPORIS
B852,B852,PEDICULOSIS
B853,B853,PHTHIRIASIS
B854,B854,PEDICULOSIS Y PHTHIRIASIS MIXTAS
B86X,B86,ESCABIOSIS
B870,B870,MIASIS CUTANEA
B871,B871,MIASIS EN HERIDAS
B872,B872,MIASIS OCULAR
B873,B873,MIASIS NASOFARINGEA
B874,B874,MIASIS AURAL
B878,B878,MIASIS DE OTROS SITIOS
B879,B879,MIASIS
B880,B880,OTRAS ACARIASIS
B881,B881,TUNGIASIS [INFECCION DEBIDA A PULGA DE ARENA]
B882,B882,OTRAS INFESTACIONES DEBIDAS A ARTROPODOS
B883,B883,HIRUDINIASIS EXTERNA
B888,B888,OTRAS INFESTACIONES ESPECIFICADAS
B889,B889,INFESTACION
B89X,B89,ENFERMEDAD PARASITARIA
B900,B900,SECUELAS DE TUBERCULOSIS DEL SISTEMA NERVIOSO CENTRAL
B901,B901,SECUELAS DE TUBERCULOSIS GENITOURINARIA
B902,B902,SECUELAS DE TUBERCULOSIS DE HUESOS Y ARTICULACIONES
B908,B908,SECUELAS DE TUBERCULOSIS DE OTROS ORGANOS ESPECIFICADOS
B909,B909,SECUELAS DE TUBERCULOSIS RESPIRATORIA Y DE TUBERCULOSIS NO ESPECIFICADA
B91X,B91,SECUELAS DE POLIOMIELITIS
B92X,B92,SECUELAS DE LEPRA
B940,B940,SECUELAS DE TRACOMA
B941,B941,SECUELAS DE ENCEFALITIS VIRAL
B942,B942,SECUELAS DE HEPATITIS VIRAL
B948,B948,SECUELAS DE OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS
B949,B949,SECUELAS DE ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS
B950,B950,ESTREPTOCOCO
B951,B951,ESTREPTOCOCO
B952,B952,ESTREPTOCOCO
B953,B953,STREPTOCOCCUS PNEUMONIAE COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B954,B954,OTROS ESTREPTOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B955,B955,ESTREPTOCOCO NO ESPECIFICADO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B956,B956,STAPHYLOCOCCUS AUREUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B957,B957,OTROS ESTAFILOCOCOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B958,B958,ESTAFILOCOCO NO ESPECIFICADO
B960,B960,MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B961,B961,KLEBSIELLA PNEUMONIAE [K. PNEUMONIAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B962,B962,ESCHERICHIA COLI [E. COLI] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B963,B963,HAEMOPHILUS INFLUENZAE [H. INFLUENZAE] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B964,B964,PROTEUS (MIRABILIS) (MORGANII) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B965,B965,PSEUDOMONAS (AERUGINOSA) COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B966,B966,BACILLUS FRAGILIS  [B. FRAGILIS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B967,B967,CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS] COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B968,B968,OTROS AGENTES BACTERIANOS ESPECIFICADOS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B970,B970,ADENOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B971,B971,ENTEROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B972,B972,CORONAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B973,B973,RETROVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B974,B974,VIRUS SINCICIAL RESPIRATORIO COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B975,B975,REOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B976,B976,PARVOVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B977,B977,PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B978,B978,OTROS AGENTES VIRALES COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B980,B980,HELICOBACTER PYLORI [H.PYLORI] COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B981,B981,VIBRIO VULNIFICUS COMO LA CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPITULOS
B99X,B99,OTRAS ENFERMEDADES INFECCIOSAS Y LAS NO ESPECIFICADAS
C000,C000,TUMOR MALIGNO DEL LABIO SUPERIOR
C001,C001,TUMOR MALIGNO DEL LABIO INFERIOR
C002,C002,TUMOR MALIGNO DEL LABIO
C003,C003,TUMOR MALIGNO DEL LABIO SUPERIOR
C004,C004,TUMOR MALIGNO DEL LABIO INFERIOR
C005,C005,TUMOR MALIGNO DEL LABIO
C006,C006,TUMOR MALIGNO DE LA COMISURA LABIAL
C008,C008,LESION DE SITIOS CONTIGUOS DEL LABIO
C009,C009,TUMOR MALIGNO DEL LABIO
C01X,C01,TUMOR MALIGNO DE LA BASE DE LA LENGUA
C020,C020,TUMOR MALIGNO DE LA CARA DORSAL DE LA LENGUA
C021,C021,TUMOR MALIGNO DEL BORDE DE LA LENGUA
C022,C022,TUMOR MALIGNO DE LA CARA VENTRAL DE LA LENGUA
C023,C023,TUMOR MALIGNO DE LOS DOS TERCIOS ANTERIORES DE LA LENGUA
C024,C024,TUMOR MALIGNO DE LA AMIGDALA LINGUAL
C028,C028,LESION DE SITIOS CONTIGUOS DE LA LENGUA
C029,C029,TUMOR MALIGNO DE LA LENGUA
C030,C030,TUMOR MALIGNO DE LA ENCIA SUPERIOR
C031,C031,TUMOR MALIGNO DE LA ENCIA INFERIOR
C039,C039,TUMOR MALIGNO DE LA ENCIA
C040,C040,TUMOR MALIGNO DE LA PARTE ANTERIOR DEL PISO DE LA BOCA
C041,C041,TUMOR MALIGNO DE LA PARTE LATERAL DEL PISO DE LA BOCA
C048,C048,LESION DE SITIOS CONTIGUOS DEL PISO DE LA BOCA
C049,C049,TUMOR MALIGNO DEL PISO DE LA BOCA
C050,C050,TUMOR MALIGNO DEL PALADAR DURO
C051,C051,TUMOR MALIGNO DEL PALADAR BLANDO
C052,C052,TUMOR MALIGNO DE LA UVULA
C058,C058,LESION DE SITIOS CONTIGUOS DEL PALADAR
C059,C059,TUMOR MALIGNO DEL PALADAR
C060,C060,TUMOR MALIGNO DE LA MUCOSA DE LA MEJILLA
C061,C061,TUMOR MALIGNO DEL VESTIBULO DE LA BOCA
C062,C062,TUMOR MALIGNO DEL AREA RETROMOLAR
C068,C068,LESION DE SITIOS CONTIGUOS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA
C069,C069,TUMOR MALIGNO DE LA BOCA
C07X,C07,TUMOR MALIGNO DE LA GLANDULA PAROTIDA
C080,C080,TUMOR MALIGNO DE LA GLANDULA SUBMAXILAR
C081,C081,TUMOR MALIGNO DE LA GLANDULA SUBLINGUAL
C088,C088,LESION DE SITIOS CONTIGUOS DE LAS GLANDULAS SALIVALES MAYORES
C089,C089,TUMOR MALIGNO DE GLANDULA SALIVAL MAYOR
C090,C090,TUMOR MALIGNO DE LA FOSA AMIGDALINA
C091,C091,TUMOR MALIGNO DEL PILAR AMIGDALINO (ANTERIOR) (POSTERIOR)
C098,C098,LESION DE SITIOS CONTIGUOS DE LA AMIGDALA
C099,C099,TUMOR MALIGNO DE LA AMIGDALA
C100,C100,TUMOR MALIGNO DE LA VALECULA
C101,C101,TUMOR MALIGNO DE LA CARA ANTERIOR DE LA EPIGLOTIS
C102,C102,TUMOR MALIGNO DE LA PARED LATERAL DE LA OROFARINGE
C103,C103,TUMOR MALIGNO DE LA PARED POSTERIOR DE LA OROFARINGE
C104,C104,TUMOR MALIGNO DE LA HENDIDURA BRANQUIAL
C108,C108,LESION DE SITIOS CONTIGUOS DE LA OROFARINGE
C109,C109,TUMOR MALIGNO DE LA OROFARINGE
C110,C110,TUMOR MALIGNO DE LA PARED SUPERIOR DE LA NASOFARINGE
C111,C111,TUMOR MALIGNO DE LA PARED POSTERIOR DE LA NASOFARINGE
C112,C112,TUMOR MALIGNO DE LA PARED LATERAL DE LA NASOFARINGE
C113,C113,TUMOR MALIGNO DE LA PARED ANTERIOR DE LA NASOFARINGE
C118,C118,LESION DE SITIOS CONTIGUOS DE LA NASOFARINGE
C119,C119,TUMOR MALIGNO DE LA NASOFARINGE
C12X,C12,TUMOR MALIGNO DEL SENO PIRIFORME
C130,C130,TUMOR MALIGNO DE LA REGION POSTCRICOIDEA
C131,C131,TUMOR MALIGNO DEL PLIEGUE ARITENOEPIGLOTICO
C132,C132,TUMOR MALIGNO DE LA PARED POSTERIOR DE LA HIPOFARINGE
C138,C138,LESION DE SITIOS CONTIGUOS DE LA HIPOFARINGE
C139,C139,TUMOR MALIGNO DE LA HIPOFARINGE
C140,C140,TUMOR MALIGNO DE LA FARINGE
C142,C142,TUMOR MALIGNO DEL ANILLO DE WALDEYER
C148,C148,LESION DE SITIOS CONTIGUOS DEL LABIO
C150,C150,TUMOR MALIGNO DEL ESOFAGO
C151,C151,TUMOR MALIGNO DEL ESOFAGO
C152,C152,TUMOR MALIGNO DEL ESOFAGO
C153,C153,TUMOR MALIGNO DEL TERCIO SUPERIOR DEL ESOFAGO
C154,C154,TUMOR MALIGNO DEL TERCIO MEDIO DEL ESOFAGO
C155,C155,TUMOR MALIGNO DEL TERCIO INFERIOR DEL ESOFAGO
C158,C158,LESION DE SITIOS CONTIGUOS DEL ESOFAGO
C159,C159,TUMOR MALIGNO DEL ESOFAGO
C160,C160,TUMOR MALIGNO DEL CARDIAS
C161,C161,TUMOR MALIGNO DEL FUNDUS GASTRICO
C162,C162,TUMOR MALIGNO DEL CUERPO DEL ESTOMAGO
C163,C163,TUMOR MALIGNO DEL ANTRO PILORICO
C164,C164,TUMOR MALIGNO DEL PILORO
C165,C165,TUMOR MALIGNO DE LA CURVATURA MENOR DEL ESTOMAGO
C166,C166,TUMOR MALIGNO DE LA CURVATURA MAYOR DEL ESTOMAGO
C168,C168,LESION DE SITIOS CONTIGUOS DEL ESTOMAGO
C169,C169,TUMOR MALIGNO DEL ESTOMAGO
C170,C170,TUMOR MALIGNO DEL DUODENO
C171,C171,TUMOR MALIGNO DEL YEYUNO
C172,C172,TUMOR MALIGNO DEL ILEON
C173,C173,TUMOR MALIGNO DEL DIVERTICULO DE MECKEL
C178,C178,LESION DE SITIOS CONTIGUOS DEL INTESTINO DELGADO
C179,C179,TUMOR MALIGNO DEL INTESTINO DELGADO
C180,C180,TUMOR MALIGNO DEL CIEGO
C181,C181,TUMOR MALIGNO DEL APENDICE
C182,C182,TUMOR MALIGNO DEL COLON ASCENDENTE
C183,C183,TUMOR MALIGNO DEL ANGULO HEPATICO
C184,C184,TUMOR MALIGNO DEL COLON TRANSVERSO
C185,C185,TUMOR MALIGNO DEL ANGULO ESPLENICO
C186,C186,TUMOR MALIGNO DEL COLON DESCENDENTE
C187,C187,TUMOR MALIGNO DEL COLON SIGMOIDE
C188,C188,LESION DE SITIOS CONTIGUOS DEL COLON
C189,C189,TUMOR MALIGNO DEL COLON
C19X,C19,TUMOR MALIGNO DE LA UNION RECTOSIGMOIDEA
C20X,C20,TUMOR MALIGNO DEL RECTO
C210,C210,TUMOR MALIGNO DEL ANO
C211,C211,TUMOR MALIGNO DEL CONDUCTO ANAL
C212,C212,TUMOR MALIGNO DE LA ZONA CLOACOGENICA
C218,C218,LESION DE SITIOS CONTIGUOS DEL ANO
C220,C220,CARCINOMA DE CELULAS HEPATICAS
C221,C221,CARCINOMA DE VIAS BILIARES INTRAHEPATICAS
C222,C222,HEPATOBLASTOMA
C223,C223,ANGIOSARCOMA DEL HIGADO
C224,C224,OTROS SARCOMAS DEL HIGADO
